follower_id,followed_id
user_010,authority_001
user_083,authority_001
user_088,authority_002
user_054,authority_002
user_041,authority_003
user_047,authority_003
user_059,authority_003
user_046,authority_003
user_038,authority_003
user_016,authority_004
user_075,authority_004
user_091,authority_005
user_040,authority_006
user_050,authority_007
user_022,authority_007
user_063,authority_008
user_048,authority_009
user_066,authority_009
user_091,authority_009
user_095,authority_009
user_023,authority_009
user_045,authority_010
user_028,authority_010
user_046,authority_010
user_064,authority_010
user_047,authority_011
user_085,authority_011
user_007,authority_011
user_002,authority_011
user_055,authority_012
user_038,authority_012
user_011,authority_012
user_042,authority_012
user_087,authority_012
user_049,authority_013
user_091,authority_013
user_061,authority_013
user_010,authority_013
user_091,authority_014
user_036,authority_014
user_061,authority_014
user_029,authority_014
user_007,authority_015
user_045,authority_016
user_048,authority_017
user_082,authority_017
user_009,authority_017
user_037,authority_018
user_080,authority_018
user_099,authority_018
user_093,authority_018
user_013,authority_019
user_045,authority_019
user_011,authority_019
user_008,authority_019
user_048,authority_020
user_037,authority_020
user_024,authority_020
user_021,authority_020
user_014,authority_020
user_084,authority_021
user_032,authority_021
user_012,authority_021
user_063,authority_021
user_075,authority_022
user_033,authority_023
user_006,authority_023
user_096,authority_023
user_093,authority_024
user_096,authority_024
user_023,authority_024
user_097,authority_024
user_072,authority_025
user_025,authority_026
user_096,authority_026
user_095,authority_026
user_013,authority_026
user_029,authority_026
user_100,authority_027
user_027,authority_027
user_062,authority_027
user_078,authority_028
user_047,authority_028
user_006,authority_028
user_017,authority_029
user_085,authority_029
user_093,authority_029
user_001,authority_029
user_048,authority_029
user_007,authority_030
user_060,authority_030
user_003,authority_030
user_098,authority_031
user_027,authority_032
user_057,authority_032
user_035,authority_032
user_040,authority_033
user_072,authority_033
user_065,authority_034
user_095,authority_034
user_002,authority_034
user_069,authority_034
user_065,authority_035
user_039,authority_035
user_092,authority_036
user_005,authority_036
user_055,authority_036
user_061,authority_037
user_019,authority_037
user_084,authority_038
user_019,authority_038
user_016,authority_038
user_053,authority_038
user_001,authority_038
user_002,authority_039
user_073,authority_040
user_062,authority_040
user_006,authority_041
user_099,authority_041
user_065,authority_041
user_098,authority_041
user_029,authority_041
user_046,authority_042
user_094,authority_042
user_026,authority_042
user_009,authority_043
user_081,authority_043
user_089,authority_044
user_006,authority_044
user_069,authority_044
user_007,authority_044
user_006,authority_045
user_008,authority_045
user_091,authority_046
user_017,authority_046
user_094,authority_046
user_097,authority_046
user_093,authority_046
user_012,authority_047
user_042,authority_047
user_015,authority_047
user_019,authority_048
user_073,authority_049
user_031,authority_049
user_034,authority_049
user_080,authority_049
user_050,authority_050
user_074,authority_050
user_016,authority_050
user_086,authority_050
user_051,authority_017
user_051,authority_002
user_051,authority_023
user_052,authority_022
user_053,authority_013
user_053,authority_008
user_053,authority_045
user_054,authority_001
user_054,authority_042
user_055,authority_022
user_055,authority_010
user_056,authority_026
user_056,authority_021
user_056,authority_043
user_057,authority_049
user_057,authority_041
user_057,authority_032
user_058,authority_023
user_058,authority_040
user_059,authority_015
user_060,authority_015
user_061,authority_027
user_062,authority_016
user_062,authority_032
user_063,authority_038
user_063,authority_005
user_063,authority_026
user_064,authority_030
user_065,authority_012
user_065,authority_027
user_065,authority_004
user_066,authority_046
user_066,authority_037
user_067,authority_019
user_068,authority_033
user_068,authority_004
user_068,authority_007
user_069,authority_026
user_069,authority_001
user_069,authority_012
user_070,authority_023
user_071,authority_027
user_071,authority_049
user_072,authority_002
user_072,authority_050
user_073,authority_017
user_074,authority_018
user_075,authority_042
user_075,authority_048
user_075,authority_026
user_076,authority_001
user_076,authority_001
user_077,authority_047
user_077,authority_038
user_078,authority_039
user_079,authority_019
user_080,authority_016
user_080,authority_004
user_080,authority_044
user_081,authority_016
user_081,authority_040
user_082,authority_009
user_082,authority_012
user_082,authority_009
user_083,authority_008
user_083,authority_043
user_083,authority_043
user_084,authority_028
user_084,authority_034
user_085,authority_018
user_085,authority_048
user_085,authority_020
user_086,authority_026
user_086,authority_006
user_087,authority_010
user_088,authority_003
user_088,authority_048
user_089,authority_048
user_090,authority_007
user_090,authority_016
user_091,authority_041
user_091,authority_019
user_091,authority_008
user_092,authority_016
user_092,authority_017
user_092,authority_004
user_093,authority_012
user_093,authority_044
user_093,authority_031
user_094,authority_021
user_095,authority_004
user_095,authority_016
user_096,authority_025
user_096,authority_026
user_097,authority_019
user_097,authority_001
user_098,authority_019
user_098,authority_050
user_098,authority_017
user_099,authority_049
user_099,authority_006
user_099,authority_042
user_100,authority_021
user_100,authority_041
user_100,authority_003
